existingchecking,duration,credithistory,purpose,creditamount,savings,employmentsince,installmentrate,statussex,otherdebtors,residencesince,property,age,otherinstallmentplans,housing,existingcredits,job,peopleliable,telephone,foreignworker,classification,datasetType
A11,18,A34,A40,3449,A61,A75,1,A92,A101,3,A121,31,A141,A151,2,A173,0,A192,A201,2,DatasetType.Deployment
A14,18,A30,A49,3545,A61,A73,2,A93,A101,2,A123,33,A142,A152,1,A173,1,A191,A201,2,DatasetType.Deployment
A11,27,A32,A41,5558,A65,A75,2,A93,A101,3,A124,38,A143,A153,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,33,A33,A49,4759,A65,A73,3,A93,A101,3,A124,34,A143,A153,1,A173,1,A192,A201,1,DatasetType.Deployment
A14,21,A33,A49,2680,A63,A73,3,A93,A101,2,A123,36,A143,A152,1,A173,1,A192,A201,1,DatasetType.Deployment
A11,18,A32,A40,2121,A61,A72,3,A92,A101,2,A123,26,A143,A151,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,31,A30,A49,7239,A61,A75,2,A93,A101,3,A123,29,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,21,A32,A43,3988,A65,A75,2,A92,A101,3,A123,36,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A13,17,A32,A43,2657,A61,A72,2,A92,A101,2,A121,27,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A11,15,A30,A40,2056,A61,A73,3,A93,A101,3,A123,38,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,15,A32,A43,1961,A65,A73,3,A92,A101,2,A123,25,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,11,A32,A42,1824,A61,A72,1,A92,A101,2,A121,26,A143,A151,1,A172,1,A191,A201,1,DatasetType.Deployment
A11,21,A34,A41,2961,A61,A75,3,A93,A101,3,A122,46,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,21,A34,A43,2794,A61,A75,3,A94,A102,2,A121,37,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,27,A32,A42,4034,A61,A74,3,A93,A101,2,A122,29,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,20,A33,A41,2979,A61,A73,2,A93,A101,2,A121,29,A142,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A14,18,A32,A45,2472,A61,A72,3,A92,A101,3,A121,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,21,A31,A49,2286,A61,A74,3,A93,A101,3,A123,39,A141,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,18,A32,A42,3186,A61,A75,3,A93,A101,3,A122,38,A141,A152,2,A173,1,A192,A201,1,DatasetType.Deployment
A12,20,A32,A42,3453,A65,A74,2,A93,A101,2,A123,32,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,18,A32,A40,4798,A65,A73,2,A93,A101,3,A123,48,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,21,A32,A40,2137,A61,A72,3,A94,A101,2,A121,29,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,14,A32,A43,2192,A61,A74,2,A93,A101,3,A121,44,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,15,A32,A43,1876,A61,A75,3,A93,A101,3,A121,43,A142,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A11,19,A34,A40,2613,A61,A73,3,A94,A103,2,A122,31,A141,A151,1,A173,0,A191,A202,2,DatasetType.Deployment
A14,21,A34,A41,3485,A65,A74,2,A93,A101,3,A122,36,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,17,A34,A43,2244,A61,A73,3,A93,A101,3,A124,32,A143,A153,1,A173,0,A192,A201,1,DatasetType.Deployment
A11,18,A31,A40,2230,A61,A74,3,A93,A101,3,A124,31,A143,A153,1,A172,1,A191,A201,2,DatasetType.Deployment
A14,27,A33,A40,6784,A61,A75,2,A93,A101,2,A123,37,A143,A152,1,A173,1,A192,A201,1,DatasetType.Deployment
A14,21,A32,A40,2245,A62,A72,3,A94,A101,2,A121,31,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,14,A32,A48,1965,A65,A74,3,A92,A101,2,A122,35,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,17,A34,A42,3148,A61,A73,3,A93,A101,2,A124,29,A143,A153,1,A173,0,A192,A201,1,DatasetType.Deployment
A11,17,A32,A40,3445,A61,A73,2,A92,A101,2,A122,29,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A14,14,A32,A40,3261,A62,A73,1,A93,A103,2,A121,28,A143,A151,1,A173,1,A191,A202,1,DatasetType.Deployment
A14,21,A34,A41,4336,A64,A73,3,A93,A101,2,A121,28,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,18,A33,A49,2581,A61,A73,3,A94,A101,2,A123,29,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,21,A32,A43,2711,A61,A72,3,A92,A101,3,A121,32,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A14,22,A34,A42,3719,A64,A72,3,A93,A101,2,A121,31,A142,A152,1,A172,1,A192,A201,1,DatasetType.Deployment
A14,14,A32,A42,2601,A61,A73,2,A93,A101,2,A121,27,A141,A151,1,A172,0,A191,A201,2,DatasetType.Deployment
A14,17,A32,A42,2606,A63,A73,2,A92,A101,3,A123,25,A143,A151,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,18,A32,A43,2687,A61,A72,3,A92,A101,1,A123,28,A142,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,15,A34,A42,3142,A61,A75,2,A93,A101,3,A122,36,A142,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,27,A32,A49,5111,A65,A75,2,A93,A101,2,A122,33,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,15,A32,A42,1848,A61,A75,3,A92,A101,3,A122,27,A143,A151,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,27,A33,A42,5241,A63,A74,2,A92,A101,3,A123,35,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A13,12,A34,A40,2182,A61,A75,1,A93,A101,3,A121,37,A143,A152,1,A173,1,A191,A202,1,DatasetType.Deployment
A11,21,A34,A49,2201,A62,A74,3,A93,A101,1,A121,28,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,17,A32,A44,1956,A65,A72,3,A92,A101,1,A121,27,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,15,A32,A42,3267,A61,A73,2,A93,A102,2,A122,29,A143,A152,1,A172,1,A191,A201,1,DatasetType.Deployment
A12,15,A34,A40,2172,A64,A73,3,A92,A101,3,A123,35,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,18,A31,A43,2470,A61,A72,2,A93,A102,3,A124,33,A141,A153,1,A174,0,A192,A201,1,DatasetType.Deployment
A14,27,A32,A43,3269,A61,A75,3,A93,A101,2,A123,29,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,14,A32,A40,2220,A61,A72,2,A93,A101,2,A124,28,A143,A153,1,A174,0,A192,A201,2,DatasetType.Deployment
A14,24,A34,A43,4789,A65,A74,2,A93,A101,2,A122,33,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,21,A32,A41,5307,A61,A74,2,A93,A101,2,A123,34,A143,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A14,21,A32,A41,6013,A65,A73,2,A91,A101,3,A124,38,A143,A153,1,A173,0,A192,A201,1,DatasetType.Deployment
A12,24,A34,A40,2587,A65,A75,3,A93,A101,3,A121,33,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,18,A34,A43,2064,A61,A71,3,A92,A101,3,A123,47,A143,A152,1,A171,0,A191,A201,1,DatasetType.Deployment
A12,21,A32,A42,3493,A61,A74,2,A91,A101,2,A123,36,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,15,A32,A46,1918,A61,A72,3,A92,A101,3,A122,41,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,21,A34,A49,2898,A65,A74,3,A93,A101,2,A124,32,A143,A152,1,A173,1,A192,A201,1,DatasetType.Deployment
A12,33,A32,A49,9101,A61,A73,2,A93,A101,2,A123,26,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A14,27,A34,A40,4727,A61,A75,3,A93,A101,3,A123,32,A143,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A14,23,A31,A41,5311,A65,A72,2,A93,A103,3,A121,35,A141,A151,1,A173,1,A192,A201,1,DatasetType.Deployment
A11,22,A34,A49,2713,A61,A75,3,A93,A101,3,A123,36,A142,A152,2,A174,1,A192,A201,1,DatasetType.Deployment
A14,17,A34,A43,2417,A61,A75,3,A93,A101,3,A123,37,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A11,15,A34,A40,2582,A61,A73,3,A93,A101,3,A122,34,A141,A152,1,A172,0,A191,A202,1,DatasetType.Deployment
A12,27,A34,A41,4334,A61,A73,2,A93,A101,3,A123,32,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,18,A34,A43,2098,A65,A73,3,A93,A101,2,A122,29,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,27,A33,A41,5854,A65,A74,2,A93,A101,2,A123,30,A142,A152,1,A174,1,A192,A201,1,DatasetType.Deployment
A11,20,A32,A43,2792,A61,A72,3,A92,A101,3,A122,29,A143,A151,1,A174,0,A192,A201,1,DatasetType.Deployment
A14,15,A34,A42,2302,A64,A74,2,A92,A101,2,A122,32,A143,A152,1,A173,0,A191,A202,1,DatasetType.Deployment
A14,17,A32,A42,2589,A65,A74,1,A92,A101,3,A121,31,A141,A151,1,A172,0,A191,A201,1,DatasetType.Deployment
A11,18,A32,A42,3539,A61,A73,2,A93,A102,2,A123,36,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,17,A34,A40,2801,A61,A75,2,A93,A103,3,A122,36,A141,A151,1,A173,0,A192,A201,2,DatasetType.Deployment
A14,19,A34,A40,3216,A65,A72,2,A91,A101,3,A121,36,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,27,A34,A41,6592,A65,A75,2,A93,A101,3,A124,36,A143,A153,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,17,A32,A43,2203,A65,A73,3,A94,A101,2,A121,35,A143,A151,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,21,A32,A43,2151,A61,A75,3,A93,A101,1,A121,33,A143,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A11,15,A32,A43,2068,A61,A73,2,A93,A101,2,A121,25,A143,A151,1,A174,1,A192,A201,1,DatasetType.Deployment
A11,20,A32,A40,3351,A65,A74,2,A93,A102,2,A121,27,A143,A152,1,A172,0,A191,A202,1,DatasetType.Deployment
A12,27,A32,A46,3325,A65,A73,2,A94,A101,2,A123,28,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,17,A33,A41,3269,A61,A72,1,A92,A101,2,A122,37,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A12,14,A32,A40,3076,A65,A73,1,A92,A101,2,A121,31,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A14,27,A33,A43,3684,A61,A73,3,A92,A101,3,A121,32,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,21,A34,A42,3820,A61,A72,2,A92,A101,3,A123,27,A141,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A12,24,A32,A43,2978,A65,A75,2,A92,A101,3,A123,27,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,15,A32,A49,2568,A64,A75,1,A91,A101,2,A121,29,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A11,21,A31,A49,3060,A61,A73,3,A93,A101,2,A122,30,A143,A151,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,33,A30,A410,10429,A61,A73,1,A92,A101,2,A122,31,A141,A152,1,A174,0,A192,A202,2,DatasetType.Deployment
A14,14,A32,A41,2909,A62,A73,1,A93,A102,2,A121,31,A143,A152,1,A173,1,A191,A201,1,DatasetType.Deployment
A11,12,A32,A40,8726,A61,A75,1,A93,A101,3,A124,48,A141,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A11,21,A32,A42,2673,A62,A71,1,A91,A101,1,A122,31,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,21,A32,A42,3149,A61,A75,3,A93,A101,2,A122,34,A143,A151,1,A174,0,A192,A201,2,DatasetType.Deployment
A14,18,A34,A42,2411,A61,A73,3,A92,A101,2,A124,29,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,33,A33,A43,7689,A63,A74,3,A93,A101,1,A123,33,A143,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A11,14,A32,A43,2193,A61,A72,2,A92,A101,3,A122,26,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,15,A32,A40,2500,A61,A74,2,A93,A101,3,A122,30,A143,A151,1,A173,1,A192,A201,1,DatasetType.Deployment
A11,21,A31,A42,4852,A61,A72,2,A91,A101,1,A122,42,A141,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,15,A31,A40,1870,A61,A72,3,A93,A101,2,A123,37,A141,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,18,A34,A42,2040,A61,A72,3,A92,A101,3,A122,25,A143,A151,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,33,A32,A41,6505,A61,A74,3,A93,A101,3,A124,34,A142,A153,2,A173,1,A192,A201,2,DatasetType.Deployment
A14,24,A32,A43,2435,A65,A75,3,A93,A101,3,A123,43,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A11,15,A33,A40,2183,A61,A73,3,A93,A101,2,A121,36,A143,A152,1,A172,1,A191,A201,1,DatasetType.Deployment
A11,21,A32,A42,2377,A61,A72,3,A93,A102,1,A122,27,A143,A152,1,A172,0,A191,A202,1,DatasetType.Deployment
A12,14,A32,A43,2340,A61,A72,3,A92,A101,2,A123,26,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A14,14,A34,A40,2125,A61,A73,2,A93,A101,1,A121,30,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,15,A34,A43,1786,A63,A75,3,A93,A101,3,A122,36,A143,A152,1,A173,1,A192,A201,1,DatasetType.Deployment
A11,15,A32,A43,2257,A61,A73,3,A92,A101,1,A123,26,A141,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,24,A33,A43,2460,A62,A72,3,A93,A101,2,A124,30,A142,A152,1,A174,0,A191,A201,2,DatasetType.Deployment
A13,14,A32,A43,1893,A61,A73,2,A92,A101,2,A121,29,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A12,12,A32,A43,2530,A61,A72,3,A94,A101,2,A123,30,A143,A151,1,A174,0,A192,A201,1,DatasetType.Deployment
A12,38,A32,A46,4570,A61,A73,3,A93,A101,3,A124,36,A143,A153,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,21,A34,A41,4837,A65,A73,2,A93,A101,3,A122,37,A143,A152,1,A174,1,A192,A201,1,DatasetType.Deployment
A14,15,A32,A40,3237,A65,A72,2,A93,A101,2,A122,37,A143,A152,1,A174,1,A192,A201,1,DatasetType.Deployment
A14,14,A32,A40,2280,A61,A73,2,A93,A101,2,A121,30,A143,A152,1,A172,1,A191,A202,1,DatasetType.Deployment
A14,21,A32,A42,1982,A65,A74,3,A93,A101,2,A123,30,A142,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,11,A34,A40,2236,A61,A74,2,A93,A101,1,A121,36,A143,A152,2,A172,1,A191,A201,1,DatasetType.Deployment
A11,17,A32,A42,2425,A61,A72,3,A92,A103,1,A122,37,A143,A151,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,33,A30,A40,5569,A63,A72,1,A92,A101,1,A123,30,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,21,A31,A42,3151,A63,A72,3,A93,A101,3,A124,30,A143,A153,1,A173,1,A192,A201,2,DatasetType.Deployment
A14,15,A32,A40,2914,A65,A71,3,A93,A101,3,A124,34,A143,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A14,18,A32,A42,2274,A61,A72,3,A94,A102,1,A122,36,A143,A152,1,A172,1,A191,A201,2,DatasetType.Deployment
A14,21,A32,A43,3282,A62,A75,2,A93,A101,3,A123,30,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,18,A34,A49,3267,A61,A71,2,A94,A101,2,A123,35,A143,A152,2,A171,1,A192,A201,1,DatasetType.Deployment
A11,27,A33,A49,2569,A61,A74,2,A93,A101,1,A123,27,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,21,A32,A41,3520,A63,A72,2,A92,A101,3,A123,29,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,27,A32,A42,6832,A61,A71,3,A92,A101,2,A123,28,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A11,15,A32,A40,2448,A61,A73,3,A92,A103,3,A122,29,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A11,21,A34,A43,2128,A64,A75,3,A92,A101,3,A122,43,A143,A151,1,A174,0,A192,A201,1,DatasetType.Deployment
A13,24,A34,A43,3299,A65,A75,3,A93,A101,3,A122,39,A142,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A12,14,A34,A43,2091,A61,A75,2,A93,A101,3,A121,33,A143,A152,2,A172,0,A191,A201,1,DatasetType.Deployment
A11,23,A32,A40,3468,A61,A73,2,A93,A101,2,A123,37,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A12,21,A32,A42,3016,A62,A75,3,A93,A101,3,A124,30,A143,A153,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,12,A34,A43,2374,A61,A75,2,A94,A101,2,A121,30,A143,A151,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,20,A33,A40,2670,A61,A73,1,A91,A101,3,A122,38,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,17,A32,A40,3251,A65,A73,2,A93,A101,2,A124,29,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,21,A32,A43,2691,A63,A75,2,A93,A101,2,A123,32,A141,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,12,A32,A45,1753,A61,A72,2,A94,A101,1,A122,26,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A12,24,A32,A43,2362,A65,A73,3,A92,A101,1,A123,28,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,22,A34,A43,2750,A63,A73,3,A93,A101,2,A122,26,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A14,17,A32,A43,3256,A61,A75,3,A92,A101,2,A123,41,A141,A151,1,A174,0,A192,A201,1,DatasetType.Deployment
A14,30,A32,A43,4994,A65,A74,2,A94,A101,3,A122,29,A143,A151,1,A173,0,A192,A201,1,DatasetType.Deployment
A11,15,A34,A40,3436,A61,A73,1,A93,A101,2,A121,35,A143,A152,1,A172,1,A191,A201,1,DatasetType.Deployment
A12,17,A32,A45,2265,A62,A73,3,A93,A103,2,A121,26,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,21,A32,A40,5103,A61,A73,1,A93,A101,3,A122,36,A143,A152,1,A172,1,A191,A201,1,DatasetType.Deployment
A11,21,A31,A40,2110,A61,A71,1,A92,A102,3,A124,29,A143,A151,1,A171,0,A191,A201,2,DatasetType.Deployment
A11,38,A32,A49,5057,A61,A75,3,A93,A102,3,A124,33,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,24,A34,A43,2901,A61,A73,3,A92,A101,2,A123,31,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A13,21,A32,A43,2141,A63,A73,2,A92,A101,2,A123,43,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A12,12,A32,A43,1897,A61,A73,2,A92,A103,2,A121,46,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A12,18,A33,A49,2706,A65,A75,3,A93,A101,2,A122,36,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,21,A33,A40,2759,A61,A75,3,A93,A101,3,A123,38,A143,A152,1,A172,1,A191,A201,2,DatasetType.Deployment
A12,17,A31,A40,2144,A62,A73,2,A94,A101,2,A122,27,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,24,A34,A42,5583,A61,A74,2,A93,A101,2,A122,39,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,33,A32,A49,3873,A61,A71,2,A93,A101,2,A123,31,A141,A151,1,A174,0,A192,A201,2,DatasetType.Deployment
A13,20,A32,A40,2945,A62,A73,1,A92,A101,1,A123,29,A141,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A11,27,A32,A41,5507,A61,A73,2,A93,A101,2,A122,28,A143,A152,1,A173,1,A191,A201,2,DatasetType.Deployment
A14,21,A34,A42,2513,A61,A74,2,A93,A101,2,A122,30,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A11,17,A34,A42,2226,A61,A73,3,A92,A101,2,A122,27,A143,A151,1,A173,0,A191,A201,1,DatasetType.Deployment
A13,30,A30,A49,4570,A61,A72,2,A91,A101,1,A122,31,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A14,16,A32,A43,2214,A62,A71,2,A92,A101,3,A121,46,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,21,A32,A41,4710,A61,A71,3,A93,A101,2,A124,29,A143,A153,1,A174,0,A192,A201,1,DatasetType.Deployment
A12,21,A34,A43,2375,A61,A75,3,A93,A101,2,A122,38,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A14,15,A34,A46,3255,A65,A72,2,A93,A101,1,A122,33,A143,A152,1,A172,1,A191,A201,1,DatasetType.Deployment
A14,17,A31,A43,2291,A62,A75,3,A93,A101,3,A123,32,A141,A152,1,A172,1,A191,A201,1,DatasetType.Deployment
A11,18,A32,A43,2468,A65,A74,2,A94,A101,3,A123,26,A143,A151,1,A172,0,A191,A201,1,DatasetType.Deployment
A11,27,A32,A42,3445,A61,A71,3,A93,A101,2,A122,30,A143,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A14,15,A32,A40,2688,A65,A75,3,A93,A101,2,A123,39,A143,A152,1,A173,0,A192,A201,1,DatasetType.Deployment
A14,15,A32,A42,2372,A61,A74,2,A92,A101,3,A121,30,A143,A152,1,A172,0,A191,A201,1,DatasetType.Deployment
A11,24,A32,A41,3396,A61,A73,3,A91,A101,3,A122,35,A143,A152,1,A174,0,A192,A201,1,DatasetType.Deployment
A14,15,A32,A43,1922,A61,A75,3,A93,A101,3,A123,34,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,31,A32,A43,2425,A61,A73,3,A93,A101,3,A124,26,A143,A153,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,31,A34,A41,3743,A62,A71,2,A93,A101,3,A123,28,A143,A152,1,A173,0,A191,A201,1,DatasetType.Deployment
A11,21,A32,A40,2154,A61,A73,3,A92,A101,2,A123,30,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,20,A32,A40,2762,A61,A73,3,A93,A101,1,A123,28,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A11,21,A32,A40,2189,A61,A74,3,A92,A101,2,A121,34,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,15,A32,A40,2248,A61,A74,2,A93,A101,1,A123,27,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,16,A32,A40,2147,A62,A73,2,A92,A101,2,A123,34,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,17,A32,A43,2491,A61,A72,2,A92,A101,2,A122,24,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,33,A32,A42,4568,A61,A75,3,A93,A101,3,A124,38,A143,A153,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,20,A32,A40,8892,A61,A75,1,A93,A101,3,A123,46,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,14,A32,A42,3172,A61,A72,1,A93,A101,2,A122,34,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,18,A32,A42,3540,A61,A73,2,A93,A101,2,A123,31,A143,A152,1,A173,1,A191,A201,2,DatasetType.Deployment
A12,18,A32,A42,2873,A61,A75,2,A93,A101,2,A122,30,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,26,A33,A41,5519,A61,A75,2,A93,A101,2,A123,29,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,27,A32,A43,2421,A61,A74,3,A92,A101,3,A123,32,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,15,A31,A40,2337,A61,A72,3,A93,A101,2,A123,28,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A11,15,A32,A42,2284,A61,A72,2,A93,A101,2,A122,41,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,19,A32,A40,2229,A61,A74,2,A93,A101,2,A124,27,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,16,A32,A40,4654,A65,A75,2,A93,A101,2,A124,37,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,34,A32,A49,8960,A61,A75,2,A93,A101,2,A124,32,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,15,A32,A40,1859,A61,A73,2,A94,A101,2,A123,27,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A14,29,A32,A42,3774,A61,A72,2,A93,A101,3,A122,27,A143,A152,1,A174,0,A191,A201,2,DatasetType.Deployment
A11,18,A32,A42,3544,A61,A73,2,A93,A101,2,A123,32,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,24,A32,A46,7557,A61,A75,2,A93,A101,2,A124,35,A143,A153,1,A174,0,A192,A201,2,DatasetType.Deployment
A12,18,A32,A40,2035,A61,A73,3,A92,A101,2,A123,32,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,33,A32,A40,3430,A61,A73,3,A92,A101,2,A121,36,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,20,A32,A43,2186,A65,A73,2,A92,A101,2,A121,27,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,14,A32,A40,1995,A61,A74,1,A93,A101,2,A123,29,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,29,A32,A43,4445,A61,A73,3,A92,A101,2,A124,30,A143,A153,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,31,A32,A410,7156,A61,A73,1,A93,A101,2,A123,27,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A12,21,A30,A49,3519,A61,A73,2,A93,A101,2,A123,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,26,A33,A42,3604,A61,A73,2,A92,A101,3,A123,27,A143,A152,1,A174,0,A191,A201,2,DatasetType.Deployment
A14,21,A33,A43,3750,A61,A73,2,A93,A101,2,A122,40,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A14,16,A31,A42,2274,A61,A73,2,A93,A101,1,A123,30,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,23,A32,A42,2852,A61,A75,2,A93,A101,3,A122,27,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
